Cgla4	Cniv4	Ndel4	Cbra4	Nbac4	Lklu4	Spar4	Scer4
YDR536W	2.75031282725949	1.67766253866515	1.47470050708619	-1.91301394212002	0.869558894009249	-0.916064483970092	-1.12207946858984	-0.493494186744579
YEL011W	1.96032403334789	1.38047492481462	1.22142207205228	-1.43724678210005	0.983878601232933	-0.0135038513403467	0.706412409347527	0.0687735648149301
YER018C	1.68079339626102	1.52689681118372	1.00877028739182	0.688256326736556	0.601161374581127	0.103189572842634	0.0578353614243605	-0.110543298230577
YER037W	2.38455997957225	2.53362290624494	2.29344146123191	1.32701214602217	1.71181834517784	-0.46687758098977	0.839615107922702	0.300385740702661
YER054C	1.55043990450388	1.24312178377973	1.09484591501702	-0.909994656591071	0.676905923788301	0.922135899673105	0.666298245235149	0.00523672784892604
YER060W-A	2.93331063440523	2.17080272821669	1.27377552617369	0.178741986766844	0.44053696523925	-0.368863402914505	-0.12161798120923	0.0523948140786183
YER062C	2.36329773660912	2.84800675531943	2.59975956474268	2.40604693908804	1.7527983258819	0.459730555221308	0.441560264874381	0.232789209478853
YER067W	1.75748007932221	1.70952076439234	1.22391023043701	-1.0648721807176	0.674124588049797	-0.978783966493228	0.58802509926021	-0.161372078874378
YER072W	3.35209552773253	3.14384942632998	2.8632731653624	2.57518249310471	2.33081936417484	0.709218879306432	0.843131850976381	0.561802190904672
YER076C	2.42720146760832	2.1172950658614	1.68715342159343	1.32573672639769	0.614933134404281	0.295636594946583	0.0438125991886373	0.00704814210663773
YER101C	1.90344930810685	1.12135236370672	0.710523883437502	0.558906070580908	0.544118523996155	0.0757122160464476	0.0863385523450537	-0.138578789804765
YER103W	0.672131206421274	1.00579562767746	0.97591890133111	-0.358794091272532	0.953382471293121	-0.392572843412563	0.197942442134558	-0.201998158590604
YER150W	2.3257690234593	2.09721171887157	1.6506656958417	0.839870533796794	0.967582638528023	0.42925558487847	0.900636213290007	-0.345082446725258
YER158C	1.88698882838176	1.91610296452046	1.74316729774197	1.16055824867668	1.32134322777143	0.468790666847818	0.628179622111649	0.237091936083142
YER186C	2.46551593105598	1.75594139846099	1.26807272074287	0.751558438762553	0.730233519550878	0.320423401674876	-0.0767222695427545	0.0045995667542007
YFL004W	1.87028300029327	1.36209388431853	1.21039666274967	1.1042162712436	0.954329985150762	0.149051172509648	0.446472159869512	0.352931655626789
YFL011W	2.27697481401808	1.86996787232491	0.535151000252671	0.0870563241064146	0.432824521068961	0.204228624977778	0.290215015919541	0.378742776320917
YFL014W	1.37238369221319	1.46858787919401	1.1459793577158	0.744119979638251	0.671302568690599	-0.0200113321468969	0.10800747007273	-0.394886395357025
YFL030W	1.94787193595161	1.46183859498311	0.989285715738103	-0.36008055786326	0.734382644312325	0.390345990746311	-0.00881586331936379	-0.201632523598677
YFL033C	1.68655641570209	1.06065523153139	0.408548052969592	0.083955229500595	0.0785650242020983	0.0445688862899152	-0.062737186898552	0.0650894968553644
YFR015C	2.20193445251574	1.83429707868453	1.46430745938615	-1.64145424807257	0.749282578477761	0.00450681704018319	0.734774961870809	-0.144602133734484
YFR017C	1.6391831212219	1.51553723685627	1.00474070235787	-1.61981387370245	0.527843272440645	-0.035362521122448	0.42646577079124	0.0221785970759978
YFR021W	2.05136818878858	2.01751250261971	1.72965416608158	1.31316429537688	0.711899213360514	0.488814174752988	0.414722718218984	0.284598138630074
YFR026C	1.16437969376516	0.787026080952058	0.490170779392731	0.0892644073800555	0.22725809833893	-0.111221324397341	-0.0428890019399626	-0.255918937122067
YFR034C	0.739431254901625	0.343922576720304	0.351275066927017	0.618109455523578	1.75429089192684	0.0739756397194928	6.42890553251545	9.87120694770787
YFR053C	2.70927501770355	2.23142144696362	1.92812238039324	0.311343910452113	1.41940416403871	-0.0360361431486407	1.05423004947968	0.0261101115670286
YGL156W	1.7074599773352	1.37106730294284	1.30237998059364	0.813782751993024	0.913011596040065	0.485696858305413	0.240162313625801	0.190672582590417
YGL205W	2.61476980225779	1.53226104539222	0.634138232224092	1.27647844240077	0.577714678302026	0.395793573133799	-0.248970996657204	-0.435638854112177
YGL224C	1.72819223922104	1.78368604929882	1.57985145598701	1.53957726451291	1.67569601944314	0.206585262916808	-0.0182072952703143	-0.0725079268158817
YGR032W	1.68334403054135	1.48946408769607	1.25181695272862	1.1826243149849	0.920393133922874	-0.437794392224276	-0.199608621656714	0.019699969238081
YGR043C	2.37077425261459	1.7909530875544	1.22696678406298	-0.202460212251999	0.417890739580359	0.075567301379504	-0.384367470687855	-0.195195808957129
YGR052W	1.84636388506769	1.01879301982655	1.1437174023414	-1.26003147524214	0.764106085460289	2.62676798834932	0.808222109388687	-0.323564420448853
YGR079W	1.23295509930483	1.37659863268164	1.08531380546641	1.84225282759056	0.931036265185196	0.0818578481656163	0.132711349913049	0.184762295612015
YGR087C	1.73800126164402	1.84272991286947	1.44624495866231	1.56489570820733	0.380557238983388	3.34532730214659	0.205381271654356	0.278466853758612
YGR088W	2.61784673747088	2.55760208896931	2.0501423361666	-0.58941132433118	1.56980447275899	1.77608595513281	0.835752062874924	-0.251411330517037
YGR138C	0.870316996019798	1.33308760295357	1.35859694611687	0.607278494523825	1.34406292977374	-0.579424646714632	-0.111949976874367	0.0579154462054028
YGR142W	-0.00815945362543413	-0.112189279007318	-0.288848183864073	-1.7387393908601	-0.423033737567098	-0.227854246218588	-0.370410845062808	-0.0440608193570577
YGR144W	2.48784919273789	2.39071409629862	1.73513904369229	1.12967021524705	0.787209144010956	-0.174230185211151	-0.240729410263076	-0.0923381332640334
YGR146C	1.84647238632144	1.9521508564089	1.66288190462595	0.74617931032147	0.98213861605206	0.276640813195129	0.300269193621712	0.149418873721218
YGR233C	2.22880101001335	1.80686842532384	1.87250217166392	1.86080865697565	1.66667417331765	1.30909418181477	1.24160616195769	1.11022079855942
YGR248W	1.65374895702616	1.87497804259133	1.90142846514964	-0.292352509165132	1.67533448477972	0.575250885768166	0.516305152578171	-0.243858258436561
YGR256W	2.62229767269262	2.33448744037775	2.01208899723943	0.575386051803191	1.16415656100014	-0.302721374997315	0.449760899333472	-0.0994247789936931
YHL012W	3.01614549126629	1.75236459702022	1.30761889401209	2.07515102271054	1.00347184309094	1.61025508908351	0.0414567795271584	0.177265473680454
YHR033W	5.00800096693845	5.15917650907803	4.72115147949467	4.24752924792752	3.56276426600596	0.144002247706056	0.998413149075102	0.311387233325756
YHR046C	0.655755933386192	1.12537948118174	0.847038709469182	1.49132811518876	0.496416963304911	0.371507467246209	0.0660827785452778	-0.0164290403318956
YHR048W	0.0708355258880653	0.882012259683937	1.34218833317302	1.80486786182248	1.30835001989456	0.635387682343157	0.247087926754712	-0.235865067468374
YHR071W	1.70803488794081	1.57447436374199	1.30656522509753	1.61094610595278	1.23385177920094	-0.132218617311634	0.0697659949717311	0.00727739702120278
YHR096C	2.78949844505047	2.55474448642911	1.87034735552602	0.437514335955839	1.42880022089956	0.308136545687709	1.02456594484765	-0.104494577844289
YHR136C	9.78435666241282	9.69973531277574	9.63505444749958	9.62815412640873	9.41998445377495	5.80734697841007	6.19034524019935	4.29586926555703
YHR137W	1.93466748407522	1.25235394136504	1.00996232029528	0.585074005933569	0.888637817190734	-1.76854238821301	-0.818186876003945	-0.279156209360611
YHR139C	4.89981972700983	4.49308376199721	3.7214368031402	2.08660361101816	2.69117460147684	-0.973697992431818	0.563262948270379	-0.491586660339945
YHR179W	2.10315086983251	1.60974972265334	1.13319059078	1.02495837512503	0.786267676131065	0.214604304578194	0.192544556023548	0.276209169223059
YHR210C	3.16063587172459	3.46193253175273	3.27205508890055	2.72349020019104	2.58803125253001	0.389399907853798	0.776811709463761	0.220720897437515
YHR211W	2.08829390112443	2.37059799691164	2.2157744604604	1.47892923335466	1.71023851223219	0.0171332537613216	0.314951001168725	0.204799960961506
YHR215W	6.65684167539173	7.01001833319485	6.08389073925831	5.92383068795776	4.29237740293636	1.69346402382633	0.944591201742071	0.331605223268496
YIL011W	1.75632971558127	2.4495551879079	1.65876133918574	1.00673672860999	1.31909248201605	-0.209973574081233	0.325467869573313	-0.0452443819658983
YIL015W	0.792787732405187	1.10130171848418	1.00764473081259	1.33518049350798	0.990646227873165	-0.350884347258423	0.259427501431348	-0.115103671960192
YIL045W	2.41950764522884	0.854651302400586	0.414361091248296	-0.726221455040738	0.180552805131633	-0.176198664530076	0.120209688227368	-0.129178412551492
YIL046W	1.71308425466654	1.45903758538921	1.05746193893421	0.845108834036954	0.619035539958912	-0.109842404009891	0.12209780761001	-0.0176210709205931
YIL099W	3.00618811321151	2.48262606549166	1.64110944021502	0.5937685010372	0.797411842364035	-0.536129783058598	0.126093735143931	-0.152193846743574
YIL101C	2.18274564662304	1.64084607844611	1.35662415227631	-0.423859214918974	1.26939358034537	-0.245230857904124	0.40946540797111	-0.0665548669525764
YIL120W	1.43700328824621	1.10624564264043	0.906919587165446	0.88520524020554	0.609312841861278	0.372056015266595	0.223501241588975	-0.183206788183456
YIL155C	1.57407271274018	1.00047904625406	0.566603305501328	-0.895065338130622	0.553926358845338	0.0474875501805379	0.259290167052301	-0.0903457593709902
YIL160C	2.34978247552064	2.48097225406943	1.80877170202464	0.632772383481297	0.850032574816145	-0.28528194027777	-0.3002087549421	-0.366722951846563
YIL169C	0.0988138645544407	-0.00132187635161052	-0.916923938787261	-1.0554640844798	-0.547063938888168	1.2787715513456	-1.51698680006332	-0.190022718972132
YIR027C	3.20063494285691	1.97887158573102	1.08855725986275	1.06971421319804	1.21369583501746	-0.554594676691219	0.714092366886108	0.451901842362483
YIR034C	2.41603252527962	1.77156493331403	1.41230621742358	0.872344555695708	1.03547780985942	-0.0592707095833713	0.314049531309605	0.206901003111425
YJL012C	3.84639278204627	3.46023417071748	3.16323417650741	2.92805109734434	2.51114992738283	0.667163426015051	0.969162165789966	0.745911971516
YJL043W	0.953550178476788	1.57088116720906	0.88055545113057	0.966830765096595	0.230271357102944	-0.759601242245687	-0.103318741052509	-0.402244791037369
YJL045W	1.54612608975966	1.67936551447006	1.79243623232547	1.15878889585247	0.869310682428529	-0.29173300737545	0.157080102393102	0.163367590758267
YJL048C	1.51860365094283	1.33147544171787	0.927006811276664	0.561824426605565	0.811074723075221	0.109956657901833	-0.0161065006008005	-0.06892134913085
YJL079C	2.6536016556321	2.58766527500499	2.36560872085364	1.9750857447137	2.10036594644738	-0.297739562413947	0.734163967732156	0.266256823488204
YJL083W	2.55401036970418	1.55280426016045	0.863631713719549	0.392721374142059	1.09169600750111	-0.102106327796977	0.00825148135065756	0.0324406404692175
YJL116C	1.96269199039047	1.95506275938243	0.960680361776587	1.15141085314457	0.895811080141495	-0.797422230110285	0.00353231157906686	-0.291627992918258
YJL117W	2.67793081725016	2.65427205824864	2.44407011907903	2.27618922813212	2.0196454273838	0.97073990866594	1.00468354656753	0.785206598925197
YJL153C	2.95667886111121	3.23286267613917	3.43972640313444	1.49970120917631	2.10734000982912	-1.48447247166698	-0.83025437856845	0.034621271034573
YJR008W	1.26478013676051	1.30778726204708	1.211409527266	-0.048090094924528	0.768356258982061	-0.066687515231818	0.0306876804189073	-0.133154876562926
YJR059W	2.43790673317289	2.25866590166213	1.94248463061725	0.995708312678421	1.69781189554552	0.304065391158127	0.587676766854283	0.361618961765307
YJR096W	1.12646467919718	1.15920090346048	1.13807517449347	0.171275160575721	0.867178096243289	0.0109608052201819	0.201325965554682	-0.0648843950399884
YJR119C	1.9757025682596	0.826866523325942	0.52417854993644	0.579127861633406	0.418252871421249	0.149391656782724	0.191944368336359	-0.164219165450484
YJR147W	1.72793117584926	1.76798387539806	1.66237115745376	1.90851732475742	1.91822945046509	-0.402414606544521	0.331727353967261	0.43902426213274
YKL065W-A	1.91301815340099	1.7010673437871	1.68728852337295	0.552677705245726	1.25817142314035	0.716879413536621	0.489723169923895	0.103596467172004
YKL093W	1.15284298840963	0.939433707796635	0.422599608639794	-1.41324464628953	-0.190318987182329	0.09523712812494	0.234453697323523	-0.0376112492077247
YKR031C	2.73115148390811	2.04831278785235	1.54383225519249	1.12971492383616	0.931062698974289	-0.0269839543649466	0.0931272761750481	0.155572227103731
YKR050W	2.43062416269594	2.05593002364133	1.81201887446969	1.5747293777027	1.62624109691312	0.328727464650823	0.0517633872832333	0.0514350713833434
YKR076W	1.28660636307654	0.915106019428901	0.671478500163761	0.618811065401618	0.583248303902391	0.104295494465823	0.280561624833093	0.152654747798767
YLL052C	0.0825354653914143	0.10419707583994	0.203381021573126	-0.331644842972908	0.774934814029998	-0.515916772022708	-0.114566580018447	0.364627194559987
YLL053C	-0.252872827529147	0.0796034941407981	-0.00700222376576898	-0.849892000237563	0.486746782908361	-0.913090291998553	0.14454058410253	0.114301703739799
YLR136C	3.10668110766511	2.43732305397993	1.40950176451659	0.975408696018887	0.923455924664689	1.21067121635928	-0.0521033203756538	-0.0228748428659244
YLR149C	1.54416742131586	1.16943500249304	0.899606299243597	-0.739919196900182	0.55014722438069	0.400265249456527	0.64972562551579	-0.0622706443885042
YLR178C	1.36371680886246	1.36106525518783	1.23075954083955	-0.227556804201702	0.778447160586582	0.33706416649013	0.131378991453532	-0.223917478225308
YLR201C	1.45912357637391	0.84957263476787	0.594451116027828	0.226344054872333	0.244645193862445	0.347565512890788	0.0613590894658138	0.0713771404047998
YLR205C	1.64582315527471	1.42312260304041	0.457644065939392	-0.103926307771652	0.370926882765445	0.215568196773077	-0.0371559540667539	-0.125199698617169
YLR267W	2.20488905952063	2.13560964648081	1.61047590092006	0.985912632390173	1.26681415823994	0.893138925637216	1.03655275896516	0.578105127057963
YLR307W	4.10006121033825	3.68643734420702	2.26947983770564	1.19723283218772	1.3593092051352	0.965818972287854	0.695728637188557	0.765477589603226
YLR312C	1.80008574649344	1.30726406651188	1.02790026788223	-0.559959644200758	0.474423563035923	0.160332272941789	0.65135863241974	0.00626274820664374
YLR327C	1.14691072517985	1.34991940250879	0.722075627226858	-1.64154307657883	0.141608639845918	-0.922926388637114	0.301005429157915	-0.256926922823205
YLR346C	1.21142072887133	0.896534849032254	1.03850010648986	1.01922523309436	0.1024094965791	0.134772512003357	0.822021187533688	-0.0383490162763535
YLR410W	1.89673384066471	1.41192286787292	1.12627348444372	1.05191762010462	0.76817831330526	0.253209697819866	0.345936381608377	0.429542147035656
YLR427W	1.0822550024357	0.682477459354673	0.412466966733342	0.207885752965765	0.0221085402748606	-0.176000983991028	-0.0446561833590238	-0.0658150558331414
YML047C	2.30119313600052	1.6783116834183	-0.490234925342489	-0.219794891372911	-0.217901137952012	-0.921359497059165	-0.149370508219151	-0.219186405772189
YML054C	1.89187446372457	1.76935192797362	1.34206262069761	0.542486917390281	0.980848023005658	0.622862114326248	0.360982084192446	-0.135842551695951
YML100W	1.56329699626756	1.24334422470879	0.903292712555851	-1.38264766993529	0.798475645334408	-0.307884325247256	0.58587898793767	-0.179077910967572
YML107C	1.55182985938424	0.643624093873832	0.306283411255514	0.203577890028475	0.0550402364804192	-0.0812217615260344	-0.0161366377957881	-0.196366108500895
YML123C	10.6218330860125	10.266731388166	9.62595140528154	9.76540948040609	8.96764210541071	3.78372564044771	3.18727322372255	0.732985438504703
YML128C	1.84802865360639	1.56233528495513	1.48271964604456	-0.0321421226308312	1.15033341189737	0.0385826559838538	0.422440010740128	-0.179239220356159
YMR090W	1.18537499077488	1.07018029931397	0.981461597531997	0.716068641364834	0.800327967596727	-0.110353776826766	0.154284279189172	0.0729585577030436
YMR107W	2.29028934886234	2.11265761393595	1.28608814350412	-0.611508923430173	0.354975495713087	-0.501064635314275	-0.841221938631075	-0.684467889221175
YMR165C	1.86675679906392	1.34343240394789	0.884857041117191	0.622329946202885	0.693079454000745	0.125655409189372	0.246034628793604	0.05533373926718
YMR169C	2.30187617332802	1.78236263861401	1.61925000315145	-0.841254397074757	1.03115797923961	0.448076585233823	0.310337454744269	-0.339626868342964
YMR175W	3.58651670073208	3.60425600816601	2.92654218643443	1.24780304949976	1.76219078633321	0.600385271930989	0.145518851947928	-0.371601573755266
YMR175W-A	3.5625358770486	3.16761102289509	2.71932470565166	1.72054655470879	1.53529631689185	0.216576980278146	-0.124412006505659	0.102030179200188
YMR187C	2.53957566870167	2.10842783073874	1.2384791536713	1.20881197650513	0.261907266661663	0.0929355848360691	0.133829316707554	0.115020354537357
YMR194C-B	2.15358227857194	2.15831643117682	1.7745084919069	1.31920414714501	1.1231185021155	-0.233142414505134	0.379165941572541	-0.282218509226082
YMR196W	1.45154989953991	0.957692860956143	0.7802026961955	-0.478282924068592	0.555310984392274	0.358351340676397	0.56383083114038	-0.0586034661161801
YMR211W	1.81769193998984	1.77264289249259	1.72130619991454	1.58590323563496	1.57578636469609	0.163809871569927	0.221494174634893	0.290202733857664
YMR250W	1.45834196488494	1.31192078273851	1.18188763760301	-0.285491618628582	0.83590638359916	0.14626948585102	0.321960599721271	-0.14982868769055
YMR251W-A	1.92473240695336	1.69227819798769	1.52717276391537	1.27260568576724	1.33144561864571	0.0961122582978948	0.690568143360048	-0.0986856830511282
YMR252C	1.09928880741597	1.08557249400894	0.855077718463652	0.567552133065901	0.731051868147572	0.357206076136861	0.304062382563603	0.0406231600249303
YMR253C	1.01551633371259	0.769948145731354	0.513723051432971	0.104276495786308	0.36123970579061	0.356888080684681	0.119382011949335	0.0263370856737701
YMR271C	1.44805184248003	1.46916766158538	1.21753215421458	0.792939648938034	0.639732102728037	0.372555310374799	-0.0634333859221288	-0.248977928796891
YMR279C	2.04107555742427	1.27094389015231	0.887110477953328	0.662986435105476	0.834529154868189	0.445977630551943	0.355570420610992	-0.267211843144387
YMR291W	2.44122290322325	2.17939794625817	1.83235807790149	1.12756650686632	1.07337684241175	-0.166808906421458	0.466336086350204	0.217137270926064
YNL014W	2.30628528852385	1.33451931063978	0.637479430254587	0.631377963732133	0.486607962725429	0.0574676820743827	0.0908909524142176	0.0702697319684242
YNL065W	-0.415376552028712	0.142002523704243	0.519074113151309	2.67672339726108	0.638476173231087	0.276336884835036	-0.304489774885377	-0.211834550160152
YNL093W	1.44693755860661	1.04628048203125	0.705913681262652	-0.0442448514421396	0.470464847382871	0.436989825657247	0.531866409118482	-0.307629609489613
YNL106C	1.52895238444337	0.74153112178499	0.222848436395758	-0.167595407592413	0.0680666303735462	0.067441735422082	0.0420335345550091	0.105526153676564
YNL146C-A	1.69113840791598	1.93549744900727	1.80635770523313	1.86319390113997	1.50605754757771	0.0509546530703417	0.746815502975379	0.181201410462905
YNL194C	1.86660062103092	1.76882627530498	1.44095689584562	-0.879152786186221	1.06502727438317	0.842931107795825	0.779760793658093	-0.33903567790592
YNL195C	2.27696051584396	2.2226607203703	1.85112198025238	0.381033663393557	1.3026621246137	0.630899392571718	0.743041778236554	-0.134561641793763
YNL202W	1.66046976038771	1.55028747693469	0.96832990768544	1.47999971319442	0.481130157305965	0.320642075117663	0.475104292680216	0.00284751586774634
YNL223W	1.98386442178881	0.947240076997908	0.578315820979158	-0.189293159350904	0.317768080944638	0.179872197245458	0.10339060005357	0.0635075789375446
YNL224C	1.42423211809136	0.931477252975823	0.54813162802526	0.458293841397464	0.0492450011871801	0.241653292956802	0.193304778644243	0.0612814330397065
YNR034W-A	2.42346197630421	1.97077183486722	1.30045288899093	-0.715321543391541	0.393326697984723	-0.307247616822853	0.18014401001013	-0.270697362116612
YNR044W	1.32598001504754	1.48237127400843	0.975732009885552	1.64745554864304	1.13666273758287	-0.165115052838317	0.15710645919767	0.0779976677600471
YNR060W	0.124853015708897	0.00289727751914359	-0.432947133852173	-0.000271368762949642	-0.327773083820905	0.00883695087743375	-0.246384574326414	-0.131684179351471
