ORF,O1,O2,N1,N2,S1,S2,Q1,Q2
CAGL0F00693g,3532,2587,3685,3276,1524,2017,3934,2708
CAGL0F00715g,723,693,441,227,216,385,244,276
CAGL0F00737g,1714,1388,1417,1150,683,882,1420,1014
CAGL0F00759g,2923,2198,2688,2526,1105,1264,2596,1638
CAGL0F00803g,906,688,871,691,321,476,867,609
CAGL0F00825g,1576,976,1361,1041,536,1018,1355,846
CAGL0F00869g,163,119,357,290,59,73,155,80
CAGL0F00891g,3,1,4,0,0,2,1,3
CAGL0F00913g,987,617,863,517,185,556,674,459
CAGL0F00935g,355,244,350,347,233,288,376,221
CAGL0F00957g,3166,2028,2760,2470,989,1700,2968,1499
CAGL0F00979g,434,273,373,244,147,222,398,251
CAGL0F01001g,1144,778,1042,751,227,695,994,687
CAGL0F01023g,5051,3787,3409,1608,1481,3265,2591,2541
CAGL0F01045g,34040,29474,24370,19002,13516,17475,24899,20160
CAGL0F01089g,889,600,763,791,415,555,834,574
CAGL0F01111g,255,206,393,422,128,152,405,242
CAGL0F01133g,456,304,406,392,130,214,417,290
CAGL0F01155g,1346,1009,1191,914,415,782,1378,833
CAGL0F01177g,2092,1398,1747,1114,564,970,1473,1089
CAGL0F01199g,2788,2264,2595,2672,1208,1293,3472,2960
CAGL0F01221g,385,335,443,395,234,182,381,278
CAGL0F01243g,2607,1783,2623,2076,955,1364,2729,1837
CAGL0F01265g,1591,1165,2545,2088,661,746,1993,1509
CAGL0F01287g,3437,2947,3212,2609,1049,1277,2465,2057
CAGL0F01309r,0,0,0,0,0,0,0,0
CAGL0F01331g,743,566,672,569,274,491,559,314
CAGL0F01353r,1,0,0,0,0,1,1,0
CAGL0F01397g,1663,1144,1691,1722,613,902,1841,1075
CAGL0F01419g,377,235,206,202,148,228,202,84
CAGL0F01463g,16159,13788,14822,12922,5226,5128,15317,11932
CAGL0F01485g,68,66,41,49,28,22,52,42
CAGL0F01507g,1327,1209,1449,1298,407,519,1435,1020
CAGL0F01529g,3680,2364,3029,2841,1613,2037,3391,2091
CAGL0F01551g,863,730,613,335,333,714,615,467
CAGL0F01573g,1499,1053,1105,853,288,759,1222,848
CAGL0F01595g,2129,1586,1823,1767,992,1411,2097,1289
CAGL0F01617g,826,590,848,717,401,480,828,508
CAGL0F01639g,892,645,725,624,267,567,760,488
CAGL0F01661g,677,478,526,329,210,376,322,248
CAGL0F01683g,20294,15392,16029,10850,8305,11971,14835,10103
CAGL0F01705g,13975,9829,9819,6737,5025,7249,9943,7073
CAGL0F01727g,1108,865,1106,815,577,713,829,640
CAGL0F01749g,2898,2262,3615,2522,1463,1190,1945,2058
CAGL0F01771g,1001,728,772,714,367,612,834,572
CAGL0F01793g,2680,2896,1892,1033,822,1034,1398,1299
CAGL0F01815g,218,171,214,258,99,128,244,153
CAGL0F01837g,895,789,785,740,416,564,817,621
CAGL0F01859g,66,45,43,54,26,50,89,39
CAGL0F01881g,126,121,198,165,61,94,182,94
CAGL0F01903g,349,246,319,254,144,179,284,206
CAGL0F01925g,1786,1475,1166,705,506,1034,1164,1178
CAGL0F01947g,5509,3710,5358,5099,2570,2637,5716,3719
CAGL0F01969g,1006,940,939,973,339,409,918,579
CAGL0F01991g,267,241,297,263,88,85,232,174
CAGL0F02013g,363,342,331,340,140,122,373,360
CAGL0F02035g,288,186,296,188,61,107,250,161
CAGL0F02057g,2,0,0,0,1,0,2,0
CAGL0F02079g,1209,753,1249,1081,361,685,1050,601
CAGL0F02101g,297,202,386,374,81,169,457,198
CAGL0F02123g,3396,1963,2877,2690,1345,1709,3334,1733
CAGL0F02145g,2094,1324,5825,5279,868,1380,5493,2693
CAGL0F02167g,21,15,10,10,4,14,7,7
CAGL0F02189r,0,0,0,0,0,0,0,1
CAGL0F02233g,2368,1470,1039,1147,1549,1901,998,314
CAGL0F02255g,371,304,315,328,220,396,459,228
CAGL0F02277g,2067,1381,1741,1432,623,1283,1960,1102
CAGL0F02299g,2345,1785,1678,936,814,1790,1449,1308
CAGL0F02321s,0,0,0,0,0,0,0,0
CAGL0F02343g,621,428,657,567,236,446,575,260
CAGL0F02365g,305,196,208,232,90,219,305,145
CAGL0F02387g,2739,1746,6379,4561,933,1456,3766,2111
CAGL0F02409r,0,0,0,1,0,0,2,0
CAGL0F02431g,1367,1147,676,637,468,571,1273,597
CAGL0F02453g,1716,1237,1659,1261,529,1231,1792,974
CAGL0F02475g,217,159,190,129,33,96,145,140
CAGL0F02497g,1139,747,991,756,233,711,1132,672
CAGL0F02513g,179,162,176,138,67,134,166,136
CAGL0F02519g,624,515,643,565,229,486,706,431
CAGL0F02541g,5127,3459,3691,1953,1288,2957,2935,2385
CAGL0F02563g,4774,4476,3249,1515,1362,2532,1774,1439
CAGL0F02585g,126,103,115,119,61,80,74,56
CAGL0F02607g,0,2,1,0,0,0,1,2
CAGL0F02651g,0,0,3,0,0,0,1,1
CAGL0F02673g,1562,1059,1292,1000,465,786,1305,914
CAGL0F02695g,1847,1438,1312,1134,817,766,1563,1108
CAGL0F02717g,887,564,895,706,228,382,819,517
CAGL0F02739g,1336,944,1209,1106,298,809,1398,770
CAGL0F02761g,863,538,791,627,368,433,685,464
CAGL0F02783g,725,580,646,598,256,409,737,492
CAGL0F02805g,641,420,502,525,269,381,605,326
CAGL0F02827g,804,535,830,854,390,438,860,488
CAGL0F02849g,2219,1938,1537,822,946,1838,1293,1340
CAGL0F02871g,1018,668,935,751,392,630,959,506
CAGL0F02893g,1257,859,1199,1109,556,662,1108,627
CAGL0F02915g,1241,819,1050,832,366,677,1032,685
CAGL0F02937g,51822,44113,38088,26175,23531,31459,35729,28195
CAGL0F02948r,29,26,18,17,7,15,20,13
CAGL0F02959g,734,456,805,579,282,365,668,473
CAGL0F02981r,0,0,0,0,0,0,0,0
CAGL0F03003g,873,735,996,638,375,538,1127,1040
CAGL0F03025g,284,214,324,218,172,363,368,305
CAGL0F03047g,406,290,468,342,122,184,319,213
CAGL0F03069g,624,571,663,614,246,288,608,468
CAGL0F03091g,171,180,184,178,133,146,172,161
CAGL0F03113g,431,306,568,650,266,290,619,294
CAGL0F03135g,2865,1562,2596,2572,910,1526,3431,2213
CAGL0F03157g,2098,1182,1534,1338,594,810,1751,1461
CAGL0F03179g,1783,1187,1500,1227,726,1060,1510,922
CAGL0F03201g,597,410,557,538,285,317,523,361
CAGL0F03223g,2035,1525,1741,1392,692,1123,2012,1230
CAGL0F03245g,1327,936,1153,986,332,795,1180,702
CAGL0F03261g,1,0,0,0,0,0,0,0
CAGL0F03267g,707,388,864,761,253,425,736,372
CAGL0F03289g,1074,882,832,535,426,744,733,586
CAGL0F03311g,592,390,564,502,211,331,580,268
CAGL0F03333g,1226,982,940,654,466,745,896,824
CAGL0F03355r,0,0,0,0,0,0,0,0
CAGL0F03399g,5120,4045,4810,3488,1909,2290,3405,2309
CAGL0F03421g,614,454,641,643,279,337,683,436
CAGL0F03443g,473,434,541,611,196,327,615,391
CAGL0F03465g,1434,966,1348,1130,553,1028,1234,764
CAGL0F03487g,573,499,476,351,254,274,500,385
CAGL0F03531g,3019,2305,2581,1992,928,1578,2507,2029
CAGL0F03553g,1113,734,915,816,621,726,1083,594
CAGL0F03575g,910,619,897,824,405,544,1089,562
CAGL0F03597g,391,193,297,269,152,228,321,175
CAGL0F03619g,270,184,288,231,69,210,319,181
CAGL0F03641g,235,180,285,171,54,69,157,229
CAGL0F03663g,1743,1328,1356,1098,858,687,1455,965
CAGL0F03685g,1390,1003,1207,973,557,717,1441,865
CAGL0F03707g,1109,889,1227,967,396,536,1140,836
CAGL0F03729g,1473,1129,1385,1386,861,1021,1652,909
CAGL0F03751g,714,612,572,459,361,465,648,452
CAGL0F03773g,1721,990,1363,1041,490,966,1427,756
CAGL0F03795g,1111,802,734,599,335,815,829,475
CAGL0F03817g,2395,1760,1180,1220,1505,1719,1528,731
CAGL0F03839g,4030,2759,1442,1495,2050,3362,2155,836
CAGL0F03861g,2419,1598,1708,1261,820,1200,1648,1185
CAGL0F03883g,2977,2060,2418,1977,1082,1370,2319,1446
CAGL0F03905g,803,540,738,718,253,456,762,491
CAGL0F03927g,21570,17307,13914,6890,7021,10008,12020,11227
CAGL0F03949g,1194,743,1090,972,273,794,1353,718
CAGL0F03971g,1781,1359,1474,1296,528,1141,1727,1138
CAGL0F03993g,1866,1394,1578,1384,688,1162,1773,1036
CAGL0F04015g,618,392,468,460,139,308,560,281
CAGL0F04081g,151,102,143,127,64,107,244,111
CAGL0F04092g,156,114,168,140,62,113,144,77
CAGL0F04103g,2679,2477,1816,895,837,1845,1642,1845
CAGL0F04125g,378,288,448,380,144,260,489,303
CAGL0F04191g,279,176,306,384,113,147,282,127
CAGL0F04213g,25270,16299,18105,16835,11172,12170,17946,10503
CAGL0F04235g,290,292,280,270,123,178,367,273
CAGL0F04257g,7653,6443,6463,4795,3169,4477,6682,5150
CAGL0F04279g,361,354,520,493,153,186,422,315
CAGL0F04301g,786,537,731,621,216,440,765,500
CAGL0F04323g,2015,1453,1578,1381,726,1319,2029,1086
CAGL0F04345g,2412,1744,2653,2697,845,1421,2660,1478
CAGL0F04367g,1382,1027,1143,1012,801,1066,1237,777
CAGL0F04389g,1101,726,1108,960,243,606,1176,607
CAGL0F04411g,1873,1575,1514,1212,836,994,1742,1430
CAGL0F04433g,7812,4987,5148,3088,2576,3937,4578,3218
CAGL0F04455g,1539,1105,1327,951,248,1031,1578,906
CAGL0F04477g,3104,2113,2420,2508,1131,1647,3489,2769
CAGL0F04499g,3163,2186,3789,1671,739,1711,1512,1319
CAGL0F04521g,138,108,99,50,59,85,119,147
CAGL0F04543g,0,2,1,1,0,0,0,0
CAGL0F04565g,11215,7533,9478,7517,3967,4935,9534,6357
CAGL0F04587g,696,484,571,394,183,418,567,403
CAGL0F04609g,4032,2769,4249,3883,1748,2059,4542,2838
CAGL0F04631g,10,8,126,41,3,0,39,9
CAGL0F04653g,1624,1007,1621,1796,1077,1273,1854,873
CAGL0F04675r,0,0,0,0,0,0,0,0
CAGL0F04697g,1113,856,1070,1283,752,926,1320,688
CAGL0F04719g,855,487,1157,1240,440,403,1054,524
CAGL0F04741g,899,554,1307,1474,554,674,1212,485
CAGL0F04763g,774,575,741,673,270,500,737,432
CAGL0F04785g,1510,1406,1539,1370,636,998,1478,1094
CAGL0F04807g,463,354,1707,1859,322,278,1220,518
CAGL0F04829g,1082,1115,1107,912,431,523,1168,1013
CAGL0F04851g,2516,1856,1888,2762,1746,1729,2268,897
CAGL0F04873g,4928,3859,5386,4334,1893,2537,4968,3334
CAGL0F04895g,1907,1331,5665,4477,648,773,3310,1914
CAGL0F04917g,4,2,7,7,1,6,2,2
CAGL0F04939g,1436,1067,1437,1221,678,1058,1464,890
CAGL0F04961g,678,612,532,366,244,504,514,459
CAGL0F04983g,3920,2767,2497,1251,726,2517,1969,1769
CAGL0F05005g,1381,812,1168,892,368,778,1204,693
CAGL0F05027g,241,150,189,171,131,204,204,121
CAGL0F05049g,644,475,393,351,216,488,528,302
CAGL0F05071g,232,152,393,359,100,150,296,152
CAGL0F05093g,98,66,86,72,14,48,76,50
CAGL0F05115g,15719,10368,10302,6754,4167,7203,9864,7716
CAGL0F05137g,39,23,91,59,11,15,31,17
CAGL0F05159g,1160,883,1076,867,373,900,1195,776
CAGL0F05181g,1257,974,1183,980,268,971,1242,704
CAGL0F05203g,299,203,290,241,111,168,265,182
CAGL0F05225g,173,139,152,126,64,128,118,110
CAGL0F05247g,663,442,631,550,224,436,664,424
CAGL0F05269g,3074,2445,2834,2373,1187,1961,2928,1922
CAGL0F05291r,6,6,2,0,4,5,4,7
CAGL0F05329g,2729,2655,2108,1485,962,1518,1682,1569
CAGL0F05335g,1495,1098,1642,1399,498,833,1601,949
CAGL0F05357g,2957,2526,2575,2340,1327,1720,2648,1943
CAGL0F05379g,2380,1611,2121,1613,726,1331,1975,1219
CAGL0F05401g,1035,691,864,704,407,686,936,493
CAGL0F05423g,858,620,781,721,424,546,870,437
CAGL0F05445g,469,358,444,379,172,325,480,312
CAGL0F05467g,352,314,359,276,145,259,301,249
CAGL0F05489g,231,161,277,241,68,140,294,152
CAGL0F05511g,1172,869,879,664,268,772,942,708
CAGL0F05533g,576,428,501,385,177,335,551,385
CAGL0F05555g,394,253,317,278,162,246,314,237
CAGL0F05577g,3054,1900,1898,1150,788,1497,1633,1256
CAGL0F05599g,948,756,773,629,279,436,861,613
CAGL0F05621g,393,355,308,231,131,307,364,318
CAGL0F05643g,3204,2127,2426,1849,1149,1855,2655,1781
CAGL0F05665g,2619,1683,2334,2054,735,1614,2660,1512
CAGL0F05687g,1146,972,1094,844,299,702,1152,986
CAGL0F05709g,1868,1255,1090,504,282,1243,901,811
CAGL0F05731g,363,294,421,317,182,348,384,265
CAGL0F05753g,1544,1220,1336,1118,712,880,1472,1031
CAGL0F05775g,666,535,649,487,223,433,565,421
CAGL0F05797g,554,361,593,431,72,413,657,365
CAGL0F05819g,428,339,425,349,157,307,422,308
CAGL0F05841g,86,74,109,83,46,76,84,58
CAGL0F05863g,4354,3988,6893,4707,2280,2492,5243,4360
CAGL0F05885g,1978,1438,1484,1389,801,1142,1488,1018
CAGL0F05907g,1866,1466,1693,1401,700,1217,1766,1148
CAGL0F05929g,390,325,355,270,116,254,275,231
CAGL0F05951g,139,94,122,106,85,57,95,75
CAGL0F05973g,229,202,257,279,71,159,300,175
CAGL0F05995g,979,721,894,798,298,438,848,529
CAGL0F06017g,1041,882,992,1149,680,563,1055,688
CAGL0F06039g,2133,1841,2875,2105,894,1469,2424,1779
CAGL0F06061g,841,584,1245,1282,426,625,1106,581
CAGL0F06083r,2,1,1,0,0,1,0,1
CAGL0F06127g,1711,1238,1507,1207,853,1142,1361,1006
CAGL0F06149g,544,460,526,438,227,389,567,366
CAGL0F06171g,3031,2059,2773,2392,1163,1780,2952,1689
CAGL0F06193r,8,6,3,5,5,6,2,3
CAGL0F06215g,1333,883,998,887,469,957,1294,824
CAGL0F06237g,2287,2012,1880,1444,1020,1595,2136,1529
CAGL0F06259g,271,258,257,214,138,188,196,202
CAGL0F06281r,0,0,0,0,0,0,0,0
CAGL0F06325g,472,311,929,764,189,207,734,464
CAGL0F06347g,2051,1591,2010,1962,694,1037,2113,1377
CAGL0F06369g,1813,1223,1914,1938,844,1451,2224,1222
CAGL0F06391g,373,321,502,411,169,149,356,258
CAGL0F06413g,17219,19772,12040,6276,4757,4684,5582,8940
CAGL0F06435g,230,209,214,99,103,198,129,155
CAGL0F06457g,852,562,771,553,261,662,724,435
CAGL0F06479g,1588,1163,1245,996,406,1073,1453,937
CAGL0F06501g,1353,872,920,865,416,758,1266,834
CAGL0F06523g,2202,1403,1549,990,570,1179,1364,1117
CAGL0F06545g,186,92,231,156,50,83,169,76
CAGL0F06567g,1537,1111,1592,1222,343,920,1531,1019
CAGL0F06589g,14,11,4,7,1,8,11,4
CAGL0F06600r,7,4,2,2,0,7,8,6
CAGL0F06611g,1112,718,1169,788,262,684,1008,593
CAGL0F06633g,1124,769,954,894,416,668,1231,788
CAGL0F06655g,257,178,282,302,93,139,311,160
CAGL0F06677g,13,11,3,2,0,2,1,2
CAGL0F06693g,2973,1918,2005,1642,1187,1546,2263,1415
CAGL0F06699g,29,25,13,16,11,23,6,6
CAGL0F06721g,1736,1340,1449,1274,777,958,1708,1077
CAGL0F06743g,970,698,976,871,463,633,1045,672
CAGL0F06765g,385,284,372,299,238,279,415,300
CAGL0F06787g,513,385,483,479,288,313,587,392
CAGL0F06809g,2167,1645,1406,776,665,956,924,1047
CAGL0F06831g,4985,3302,4468,3927,1670,2655,6025,3572
CAGL0F06853g,2967,2180,2021,1045,837,2157,1560,1287
CAGL0F06875g,932,788,640,725,383,436,979,611
CAGL0F06897g,1119,886,803,609,500,714,816,558
CAGL0F06919g,720,506,1100,1138,423,444,938,585
CAGL0F06941g,5642,3266,6109,9059,2777,2836,11266,4654
CAGL0F06963g,446,343,398,302,197,287,330,257
CAGL0F06985g,484,329,471,417,191,308,426,268
CAGL0F07007g,517,383,437,462,247,203,456,278
CAGL0F07029g,5337,4239,3287,2967,3380,2991,2561,2116
CAGL0F07051g,809,576,766,782,255,537,839,436
CAGL0F07073g,84432,66627,64494,46149,33638,46217,66006,45395
CAGL0F07095g,2894,2098,2682,1803,767,1173,2205,2360
CAGL0F07117g,128,89,282,292,47,84,271,188
CAGL0F07139g,6803,5040,4744,2903,2398,3994,3966,3244
CAGL0F07172g,1673,1132,1266,1118,613,930,1190,843
CAGL0F07205r,0,0,0,0,0,0,0,0
CAGL0F07249g,312,258,332,263,110,135,295,183
CAGL0F07271g,803,543,739,640,190,559,775,508
CAGL0F07293g,1082,663,988,903,315,483,1155,689
CAGL0F07315g,769,548,817,745,316,495,899,473
CAGL0F07337g,893,822,668,717,415,494,863,502
CAGL0F07359g,1935,1503,1680,1186,818,981,1746,1161
CAGL0F07381g,204,143,170,106,83,86,165,98
CAGL0F07403g,2339,1642,1699,982,830,1611,1498,1108
CAGL0F07425g,952,765,807,569,325,742,825,531
CAGL0F07447g,147,101,198,198,92,80,199,127
CAGL0F07469g,3007,1802,2171,1697,903,1414,2796,2027
CAGL0F07491g,2418,1682,2371,1971,1362,1654,2404,1535
CAGL0F07513g,198,134,513,424,64,60,311,195
CAGL0F07535g,1254,1083,1382,1408,544,442,1388,860
CAGL0F07557g,487,367,368,204,154,299,290,260
CAGL0F07579g,189,211,500,432,35,38,467,397
CAGL0F07601g,6413,4784,6387,4049,1805,1413,3540,2661
CAGL0F07623g,504,346,492,391,196,285,467,269
CAGL0F07645g,1517,1183,1071,598,333,1018,986,876
CAGL0F07667g,1263,911,1184,1028,449,820,1286,752
CAGL0F07689g,1128,792,947,961,514,723,1102,579
CAGL0F07711g,1113,675,939,732,391,512,976,543
CAGL0F07733g,768,461,630,542,245,449,611,365
CAGL0F07755g,813,577,478,425,295,645,599,272
CAGL0F07777g,245,180,1709,1336,117,158,390,140
CAGL0F07799g,1077,777,1298,1402,405,596,1431,845
CAGL0F07821g,836,473,722,727,220,455,939,520
CAGL0F07843g,654,512,507,377,139,352,590,417
CAGL0F07865g,287,201,208,199,99,208,219,123
CAGL0F07887g,4899,3185,3553,2978,1738,2639,4003,2739
CAGL0F07909g,1059,780,934,773,225,586,924,576
CAGL0F07931g,1615,1056,1486,1252,631,965,1520,1025
CAGL0F07953g,34,27,26,15,14,23,19,19
CAGL0F07975g,222,186,329,532,132,151,484,229
CAGL0F07997g,2444,1480,2340,1744,633,976,1565,1002
CAGL0F08019g,731,611,619,458,243,341,540,389
CAGL0F08041g,8975,6171,8115,6719,3345,3827,6800,4721
CAGL0F08063g,1858,1625,1599,1471,835,980,1693,1171
CAGL0F08085g,138,167,352,221,60,58,241,265
CAGL0F08107g,6052,3797,7758,7180,2651,2999,7501,4274
CAGL0F08129g,4757,3795,3288,1532,1294,2263,2242,2341
CAGL0F08151g,1380,989,1200,952,638,1066,1385,835
CAGL0F08173g,95,68,121,120,34,45,125,64
CAGL0F08195g,147,124,13,18,3,6,42,13
CAGL0F08217g,6,4,3,2,1,3,7,1
CAGL0F08239g,1276,956,1272,1326,641,696,1345,775
CAGL0F08261g,44,43,114,65,18,14,53,29
CAGL0F08283g,1517,1212,1361,1054,658,1038,1507,1078
CAGL0F08305g,681,456,750,544,248,367,644,421
CAGL0F08327g,356,241,374,315,118,210,325,209
CAGL0F08349r,0,0,0,0,0,0,0,0
CAGL0F08371g,2974,2362,1769,1248,564,1012,1093,835
CAGL0F08393g,1312,849,1221,1184,477,910,1307,701
CAGL0F08415g,942,686,689,626,373,608,774,508
CAGL0F08437g,733,481,650,544,215,525,630,314
CAGL0F08459g,8524,5562,6065,4483,3106,4482,5736,3993
CAGL0F08481g,1237,721,1127,1271,542,828,1227,613
CAGL0F08503g,3234,2271,2005,1951,1619,2101,1928,1087
CAGL0F08525g,2839,2454,2160,1623,1321,2051,1967,1692
CAGL0F08547g,44068,32939,31619,21910,19444,23718,30026,20356
CAGL0F08558r,39,23,31,27,9,29,29,19
CAGL0F08569g,1602,1198,1123,984,778,971,1170,770
CAGL0F08591g,97,51,76,69,29,66,84,46
CAGL0F08613g,975,750,855,660,383,632,941,585
CAGL0F08635g,858,648,749,603,248,464,835,505
CAGL0F08657g,1081,802,978,930,408,778,1346,731
CAGL0F08679g,1914,1576,1711,1569,968,1584,2337,1605
CAGL0F08701g,114,58,87,99,43,34,70,69
CAGL0F08723g,465,396,623,502,221,205,549,355
CAGL0F08745g,52,81,194,266,9,9,221,132
CAGL0F08767g,0,1,3,1,0,2,3,5
CAGL0F08789g,1291,810,1153,1144,539,913,1273,740
CAGL0F08811g,786,562,916,794,237,489,735,458
CAGL0F08833g,9412,7616,13410,11585,3249,5164,10740,6002
CAGL0F08855g,574,405,562,497,178,333,615,421
CAGL0F08877g,304,266,289,261,44,235,289,185
CAGL0F08899r,2,2,0,0,0,1,1,0
CAGL0F08943g,1533,1074,1571,1563,568,1254,1627,916
CAGL0F08965g,4173,2426,3454,2832,1920,2639,2836,1447
CAGL0F08987g,1612,1422,1615,1237,880,1315,1602,1303
CAGL0F09009g,797,560,642,393,281,425,548,419
CAGL0F09031g,76122,49074,55645,40499,34364,39049,58066,34764
CAGL0F09053g,1225,751,1176,1056,472,980,1115,701
CAGL0F09075g,4905,3227,4495,3129,1817,3507,3630,2428
CAGL0F09097g,1292,1202,1222,908,492,955,1249,866
CAGL0F09119g,943,612,814,692,358,726,958,597
CAGL0F09141g,1,1,0,2,0,1,0,0
CAGL0F09163g,1274,958,1220,1148,588,652,1333,945
CAGL0F09185g,871,589,595,597,460,621,673,318
CAGL0F09207g,9364,7913,5566,4106,3974,5615,5658,4437
CAGL0F09229g,1416,911,1251,855,360,860,948,650
CAGL0F09273g,0,0,0,0,0,0,0,0
CAGL0G00105g,0,0,0,0,0,0,0,0
CAGL0G00110g,0,0,0,0,0,0,0,0
CAGL0G00121g,0,0,0,0,0,0,0,0
CAGL0G00154g,15339,11309,10419,7321,5574,8359,10533,7690
CAGL0G00176g,2985,2115,2689,2726,1253,1753,2908,1531
CAGL0G00220g,8739,6871,9490,7773,2748,3102,7533,5135
CAGL0G00242g,2118,1532,1714,1512,467,998,1592,1122
CAGL0G00264g,2760,2401,1851,907,1146,2239,1644,1534
CAGL0G00286g,11769,9988,12243,9575,3981,3837,7508,5409
CAGL0G00297g,0,1,0,0,0,0,0,1
CAGL0G00308g,12834,10866,14234,7959,3059,3111,8617,7882
CAGL0G00330g,338,210,243,174,109,226,196,165
CAGL0G00352g,353,216,304,253,133,225,322,210
CAGL0G00374g,1447,1093,1146,799,517,927,1044,708
CAGL0G00396g,1272,1056,1156,876,624,919,1197,903
CAGL0G00418g,1706,1131,1383,1149,582,1046,1441,946
CAGL0G00440g,4805,3465,4312,3536,1655,2761,4301,2530
CAGL0G00462g,6,5,5,6,4,5,7,5
CAGL0G00484g,1715,1159,1113,489,470,1219,943,788
CAGL0G00506g,1710,1084,1404,1254,588,1106,1636,883
CAGL0G00528g,2059,1470,1928,1783,863,1325,2252,1165
CAGL0G00550g,293,289,407,462,147,160,459,300
CAGL0G00572s,0,0,0,0,0,0,0,0
CAGL0G00594g,2938,1660,2442,2068,1209,1796,2741,1247
CAGL0G00616r,1,0,0,0,0,0,1,0
CAGL0G00660g,2921,2234,2077,1602,1034,1815,2371,1792
CAGL0G00682g,1928,1192,1702,1506,976,1208,1977,952
CAGL0G00704g,657,407,473,381,207,408,495,310
CAGL0G00726g,2407,1733,2465,2280,890,1551,3053,1829
CAGL0G00748g,504,435,444,295,194,342,439,323
CAGL0G00770r,0,0,1,0,0,0,0,0
CAGL0G00792g,0,0,0,0,0,0,0,1
CAGL0G00814g,1828,1328,1642,1694,906,1254,1783,1023
CAGL0G00836g,29,26,23,28,14,12,19,19
CAGL0G00858g,684,626,802,612,252,313,828,548
CAGL0G00864r,24,15,18,4,0,17,16,8
CAGL0G00869r,6,3,1,1,0,1,4,2
CAGL0G00874r,3,1,0,3,0,3,4,2
CAGL0G00880r,0,0,0,0,0,0,0,0
CAGL0G00902g,4226,3269,3300,2567,1353,2408,3665,2730
CAGL0G00924g,4101,2895,2168,1424,1004,2870,2102,1450
CAGL0G00946g,891,641,654,513,396,481,704,542
CAGL0G00968g,437,330,487,517,144,141,468,337
CAGL0G00990g,34657,28478,26677,24140,11753,13474,24084,18169
CAGL0G01012g,6,4,11,6,6,3,6,2
CAGL0G01034g,12022,8143,14055,10182,3460,5738,9899,6051
CAGL0G01056g,47,32,22,12,16,36,7,7
CAGL0G01078g,30585,19896,22006,16972,14914,17481,22773,13828
CAGL0G01100g,850,608,1104,1384,473,500,1231,745
CAGL0G01122g,93,68,80,41,63,54,74,49
CAGL0G01144g,4961,3040,4271,3304,1426,2393,4080,2498
CAGL0G01166g,3398,2290,2215,1713,1414,1351,2248,1943
CAGL0G01188g,886,727,864,589,313,539,759,609
CAGL0G01210g,1560,1246,1290,1224,742,1136,1547,979
CAGL0G01232g,1405,1074,1412,1160,532,920,1353,837
CAGL0G01254g,5153,3606,2719,2928,2655,3178,3458,2091
CAGL0G01276g,1094,856,766,480,450,810,650,658
CAGL0G01298g,1121,812,932,760,375,754,1141,683
CAGL0G01320g,492,408,805,818,227,318,747,424
CAGL0G01342g,654,515,846,890,237,331,1028,642
CAGL0G01364g,9006,6254,6897,5831,3370,4386,6886,4878
CAGL0G01386g,586,509,601,526,265,429,535,313
CAGL0G01408g,37,46,35,40,25,29,56,26
CAGL0G01430g,2260,1586,1815,1716,1025,1333,1758,959
CAGL0G01452g,1958,1556,1769,1630,1088,1423,1858,996
CAGL0G01474g,342,253,528,444,240,345,545,475
CAGL0G01496g,1013,770,898,741,159,748,1030,567
CAGL0G01518r,0,2,1,0,2,0,1,0
CAGL0G01540g,1260,645,8017,8257,592,695,8634,3083
CAGL0G01562g,206,182,243,198,90,107,209,122
CAGL0G01584g,1309,1014,1271,1047,568,807,1181,860
CAGL0G01606g,1324,889,1232,871,457,943,1317,754
CAGL0G01628g,1224,816,848,648,545,903,838,523
CAGL0G01650r,0,0,0,0,0,0,0,0
CAGL0G01672g,4076,2766,3175,3558,1626,2050,4942,3909
CAGL0G01694g,400,242,357,289,187,275,343,211
CAGL0G01716g,598,585,648,544,188,267,603,504
CAGL0G01738g,244,168,2001,1768,68,99,181,83
CAGL0G01760g,1887,1233,1597,1471,701,1128,1819,982
CAGL0G01782g,2489,2015,1815,1102,853,1637,1806,1345
CAGL0G01804g,2833,2518,2515,2471,1398,1500,3352,3002
CAGL0G01826g,45414,38908,34344,25818,21769,29764,34245,25632
CAGL0G01848g,227,220,193,169,133,122,177,181
CAGL0G01881g,601,401,516,399,241,169,505,384
CAGL0G01892g,281,200,512,500,112,72,540,260
CAGL0G01903g,256,199,382,404,129,128,334,203
CAGL0G01925g,963,631,872,677,352,497,809,614
CAGL0G01947g,1050,649,768,465,348,531,579,552
CAGL0G01969g,2245,1554,1661,986,795,1134,1364,1063
CAGL0G01991g,4023,3345,2648,1548,1299,1939,2256,2299
CAGL0G02013g,602,536,546,384,184,168,450,296
CAGL0G02035g,1446,1058,1296,1216,563,569,1294,912
CAGL0G02057g,176,168,417,347,98,67,335,284
CAGL0G02079g,75161,49279,56946,37551,28039,29706,53312,31700
CAGL0G02101g,2679,1955,7816,9193,1955,1604,8521,5428
CAGL0G02123g,1387,1438,1599,1444,681,964,1827,1271
CAGL0G02145g,320,245,369,338,107,226,351,223
CAGL0G02167g,2655,1666,1880,1158,503,1550,1734,1196
CAGL0G02189g,507,312,328,326,233,254,211,78
CAGL0G02211g,3332,2191,2759,2166,688,1906,2717,1591
CAGL0G02233g,349,283,299,238,170,247,288,223
CAGL0G02255g,1698,1242,1507,1307,713,871,1483,1013
